Codigo;Detalle;Stock;Precio
1300;TUBO S/C 24" (609,6 X 12,7) XS;0.00;3053254.30
1301;TUBO S/C 24" (609,6 X 14,27) SCH30;0.00;3234124.61
1302;TUBO S/C 24" (609,6 X 17,48) SCH40;0.00;3940278.75
1303;TUBO S/C 1 1/2" (48,3 X 10,16) XXS;0.00;101818.47
1304;TUBO MEC S/C 1" (33,4 X 3,38);0.00;22621.67
1305;TUBO MEC S/C 1" (33,4 X 4,6);0.00;28773.91
1306;TUBO MEC S/C 1" (33,4 X 6,35);0.00;39511.72
1307;TUBO MEC S/C 1 1/4" (42,2 X 3,56);0.00;28534.07
1308;TUBO MEC S/C 1 1/4" (42,2 X 4,9);0.00;38277.74
1309;TUBO MEC S/C 1 1/4" (42,2 X 6,5);0.00;53388.58
1310;TUBO MEC S/C 1 1/2" (48,3 X 3,68);0.00;34053.94
1311;TUBO MEC S/C 1 1/2" (48,3 X 5,1);0.00;46172.52
1312;TUBO MEC S/C 1 1/2" (48,3 X 7);0.00;66547.78
1313;TUBO MEC S/C 1 1/2" (48,3 X 10);0.00;88115.46
1314;TUBO MEC S/C 2" (60,3 X 3,91);0.00;39802.93
1315;TUBO MEC S/C 2" (60,3 X 5,6);0.00;55308.96
1316;TUBO MEC S/C 2" (60,3 X 8,8);0.00;92799.94
1317;TUBO MEC S/C 2" (60,3 X 12);0.00;118649.23
1318;TUBO MEC S/C 2 1/2" (73 X 5,16);0.00;63218.99
1319;TUBO MEC S/C 2 1/2" (73 X 7);0.00;83420.73
1320;TUBO MEC S/C 2 1/2" (73 X 9,5);0.00;123513.49
1321;TUBO MEC S/C 2 1/2" (73 X 14);0.00;189321.07
1322;TUBO MEC S/C  (76,0 X 6,0);0.00;86083.21
1323;ESM CONVERTIDOR GRIS ESPACIAL X 20 LT.;0.00;249801.34
1324;TUBO MEC S/C 3" (88,9 X 5,49);0.00;82665.22
1325;TUBO MEC S/C 3" (88,9 X 7,7);0.00;112889.26
1326;TUBO MEC S/C 3" (88,9 X 11,2);0.00;178193.34
1327;TUBO MEC S/C 3 1/2" (101,6 X 6,0);0.00;103558.78
1328;TUBO MEC S/C 3 1/2" (101,6 X 8,1);0.00;136725.43
1329;TUBO MEC S/C 3 1/2" (101,6 X 12,7);0.00;231180.27
1330;AMOLADORA ANGULAR 4 1/2 UMI 710 W - 11800 RPM;0.00;112714.87
1331;CLIP DE BORDE ZL ZIP RIB;0.00;3574.36
1332;TUBO MEC S/C 4" (114,3 X 6,02);0.00;117678.72
1333;TUBO MEC S/C 4" (114,3 X 8,6);0.00;164124.87
1334;TUBO MEC S/C 4" (114,3 X 11,1);0.00;234569.03
1335;TUBO MEC S/C 4" (114,3 X 14);0.00;287525.92
1336;TUBO MEC S/C  (127 X 9,5);0.00;191763.40
1337;TUBO MEC S/C  5" (141,3 X 6,55);0.00;158029.79
1338;TUBO MEC S/C  5" (141,3 X 9,5);0.00;224136.32
1339;TUBO MEC S/C  5" (141,3 X 13);0.00;338601.68
1340;TUBO MEC S/C  (152 X 5,5);0.00;142960.42
1341;TUBO MEC S/C  6" (168,3 X 7,11);0.00;214013.49
1342;TUBO MEC S/C  6" (168,3 X 11);0.00;323169.88
1343;TUBO MEC S/C  8" (219,1 X 8,18);0.00;322216.43
1344;TUBO MEC S/C  8" (219,1 X 11);0.00;486601.45
1345;TUBO MEC S/C  8" (219,1 X 13);0.00;500320.78
1346;TUBO MEC S/C  8" (219,1 X 18);0.00;768616.64
1347;CIERRE DE CUMBRERA ZT ZIP RIB;0.00;9080.83
1348;TUBO MEC S/C  10" (273 X 9,27);0.00;458027.26
1349;TUBO S/C 1" (33,7 X 2,9) S.LIV;0.00;23058.10
1350;TUBO S/C 1 1/4" (42,2 X 2,9) S.LIV;0.00;25012.27
1351;TUBO S/C 1 1/2" (48,3 X 3,1) S.LIV;0.00;29313.61
1352;TUBO S/C 2" (60,3 X 3,25) S.LIV;0.00;33742.46
1353;TUBO S/C 2 1/2" (76,1 X 3,25) S.LIV;0.00;48957.80
1354;TUBO S/C 3" (88,9 X 3,60) S.LIV;0.00;58678.85
1355;TUBO S/C 4" (114,3 X 4,05) S.LIV;0.00;78251.95
1356;TUBO S/C 5" (139,7 X 4,85) S.LIV;0.00;118051.84
1357;TUBO S/C 6" (165,1 X 4,85) S.LIV;0.00;146397.53
1358;CENEFAS X 2 MTS.;0.00;139.57
1359;TRILOGIC TE2 X 4 MTS;0.00;54845.76
1360;GANCHO  BASTON  50 MM COMPLETO;0;136.27
1361;GANCHO  BASTON  60 MM COMPLETO;0;151.29
1362;GANCHO  BASTON  70 MM COMPLETO;0.00;163.81
1363;GANCHO  BASTON 100 MM COMPLETO;0;213.89
1364;GANCHO  ESTRUCTURAL 20 X 50;0.00;502.16
1365;GANCHO  ESTRUCTURAL 20 X 70;0.00;525.38
1366;GANCHO  ESTRUCTURAL 30 X 40;0.00;466.93
1367;GANCHO  ESTRUCTURAL 30 X 50;0.00;482.91
1368;GANCHO  ESTRUCTURAL 30 X 60;0.00;498.24
1369;GANCHO  ESTRUCTURAL 30 X 70;0.00;553.04
1370;GANCHO  ESTRUCTURAL 40 X 40;0.00;508.72
1371;GANCHO  ESTRUCTURAL 40 X 50;0.00;511.15
1372;GANCHO  ESTRUCTURAL 40 X 60;0.00;514.23
1373;ESPIGA ROSCA MACHO 1 1/2";0;12.74
1374;GANCHO  ESTRUCTURAL 40 X 80;0.00;590.65
1375;GANCHO  ESTRUCTURAL 40 X 100;0.00;604.56
1376;GANCHO  ESTRUCTURAL 50 X 50;0.00;553.04
1377;GANCHO  ESTRUCTURAL 50 X 100;0.00;636.38
1378;GANCHO  ESTRUCTURAL 20 X 60;0.00;519.36
1379;GANCHO ESTRUCTURAL 60 X 120;0.00;731.91
1380;CH. INOX A 430 0,4 1 X 2;0.00;47236.07
1381;CH. INOX A 430 0,5 1 X 2;0.00;54071.43
1382;CH. INOX A 430 0,5 1,25 X 2,50;0.00;83434.27
1383;CH. INOX A 430 0,6 1 X 2;0.00;60798.35
1384;CH. INOX A 430 0,6 1,25 X 2,50;0.00;95029.90
1385;CH. INOX A 430 0,7 1 X 2;0.00;68293.47
1386;CH. INOX A 430 0,7 1,25 X 2,50;0.00;106692.90
1387;CH. INOX A 430 0,9 1 X 2;0.00;82906.84
1388;CH. INOX A 430 0,9 1,25 X 2,50;0.00;129556.70
1389;CH. INOX A 430 1,2 1 X 2;0.00;107039.69
1390;CH. INOX A 430 1,2 1,25 X 2,50;0.00;167072.53
1391;CH. INOX A 304 0,5 1 X 2;0.00;83636.92
1392;CH. INOX A 304 2,5 1 X 2;0.00;348934.52
1393;CH. INOX A 304 0,6 1 X 2;0.00;94566.62
1394;CH. INOX A 304 0,7 1 X 2;0.00;107622.14
1395;CH. INOX A 304 0,9 1 X 2;0.00;133346.66
1396;CH. INOX A 304 0,9 1,25 X 2,50;0.00;208354.17
1397;CH. INOX A 304 1,2 1 X 2;0.00;178117.65
1398;CH. INOX A 304 1,2 1,25 X 2,50;0.00;270558.46
1399;CH. INOX A 304 1,2 1,50 X 3,00;0.00;389604.17
1400;CH. INOX A 304 1,5 1 X 2;0.00;213225.83
1401;CH. INOX A 304 1,5 1,25 X 2,50;0.00;333165.36
1402;CH. INOX A 304 1,5 1,50 X 3,00;0.00;479758.12
1403;CH. INOX A 304 2 1,25 X 2,50;0.00;436168.15
1404;CH. INOX A 304 2 1,50 X 3,00;0.00;628082.13
1405;TORNIQUETE PINT DOBLE;0.00;10694.19
1406;CH. INOX A 304 2,5 1,25 X 2,50;0.00;545210.18
1407;CH. INOX A 304 2,5 1,50 X 3,00;0.00;785102.67
1408;CH. INOX A 304 3 1 X 2;0.00;418721.42
1409;CH. INOX A 304 3 1,25 X 2,50;0.00;654252.21
1410;CH. INOX A 304 3 1,50 X 3,00;0.00;942123.19
1411;CH. INOX A 304 1 1 X 2;0.00;145156.76
1412;CH. INOX A 304 1 1,25 X 2,50;0.00;226807.44
1413;CH. INOX A 304 1 1,50 X 3,00;0.00;326602.70
1414;CH. INOX A 430 0,8  1,25 X 2,50;0.00;117241.99
1433;ART. 135 BISAGRA - PLANCH 3.2;0;3057.51
1465;ESTRUCT C S.H. 100 X 40 X 12 X 0.94 (P);0.00;53393.72
1498;PBA - CURVA 45 MH 75 MM CL10;0.00;37955.56
1538;MALLA TRAMADA 50 MM X 90 MTS;0;8894.05
1539;CAÑOS EST. 60 X 60 X 3,2;0.00;83455.75
1552;CINCA T 90 CAL 25 X 0.50 MTS;0.00;8301.27
1554;CAÑOS EST. 50 X 50 X 4,75;0.00;113365.98
1570;CINCA T 90 CAL 25 X 1,00 MTS;0.00;16602.54
1577;TORNIQUETE PINT. NRO.6;1.00;4706.10
1598;BISAGRA REVERSIBLE DE  100;0;1036.99
1602;TF-TE A90HH ROSCA PLASTICA 20 MM X 1/2 VER;0.00;803.31
1607;ADN ROLLO 420 16 MM X KG;0.00;2576.47
1608;CAÑOS EST. 100 X 100 X 1,6;0.00;86385.36
1609;CAÑOS EST. 40 X 120 X 1,6;0.00;70960.38
1610;CAÑOS EST. 20 X 60 X 2;0.00;36179.22
1611;CAÑOS EST. 60 X 140 X 2;0.00;100224.20
1612;CAÑOS EST. 30 X 60 X 2;0.00;40887.47
1613;CAÑOS EST. 30 X 70 X 2;0.00;45967.42
1614;CAÑOS EST. 60 X 120 X 3,2;0.00;137274.34
1615;CAÑOS EST 1 1/2" X 2;0.00;29240.64
1616;CAÑOS EST. 40 X 120 X 2;0.00;78307.19
1617;CAÑOS EST. 20 X 40 X 2;0.00;28051.28
1618;CAÑOS EST. 30 X 50 X 2;0.00;37418.23
1620;CAÑOS EST. 50 X 70 X 2;0.00;55433.49
1621;CAÑOS EST. 60 X 80 X 2;0.00;65667.75
1622;CAÑOS EST. 20 X 20 X 2;0.00;17676.90
1623;CAÑOS EST. 30 X 30 X 2;0.00;28051.28
1624;CAÑOS EST. 70 X 70 X 2;0.00;64428.74
1625;CAÑOS EST 1" X 2;0.00;19343.76
1626;CAÑOS EST 1 1/4" X 2;0.00;23089.37
1627;CAÑOS EST. 80 X 120 X 2;0.00;100224.20
1628;CAÑOS EST. 20 X 50 X 2;0.00;31470.96
1629;CAÑOS EST. 30 X 40 X 2;0;32734.75
1630;I.P.N.  500 X 185 X 18 X METRO;0.00;489090.38
1631;CH PORTON 20 HOJA 1 X 2;0.00;107996.21
1632;CH LINEAS 15-20  HOJA 1 X 2;0.00;107996.21
1633;CH C40-45-20 HOJA 1 X 2;0.00;107996.21
1635;CH ZIGZAG 20 HOJA 1 X 2;0.00;107996.21
1637;CH RAMAS 20 HOJA 1 X 2;0.00;107996.21
1638;CH RUNAS 20 HOJA 1 X 2;0.00;107996.21
1639;CH ARABIA 20 HOJA 1 X 2;0.00;107996.21
1640;CH TRENZZA 20 HOJA 1 X 2;0.00;107996.21
1641;CH C40-20 HOJA 1 X 2;0.00;107996.21
1642;CH R20-20 HOJA 1 X 2;0.00;107996.21
1643;TF-UNION D MTA C/BRIDA FUS 75X2 1/2;0.00;55107.66
1644;TF-UNION D MTA C/FLANGE FUSION 63X2;0.00;36011.09
1645;TF-UNION D MTA C/BRIDA FUS 50X1 1/2;0.00;30625.35
1908;MECHA ESSAMET WIDIA CORTA  12.00 MM;15.00;7720.22
1909;MECHA ESSAMET WIDIA CORTA    8.00 MM;21.00;3314.76
1910;RUEDA ACERO P/PORTON CORRED CANAL V-1 RULE 70X18MM 90KG;24.00;10006.38
1913;FLOT. BCE ALTA PRESION ø 1/2;0.00;30775.19
2321;TORNILLO AUTOPERF. 8 X 1/2" CAB. TANQUE PTA. MECHA;0;6528.52
2322;TORNILLO PTA AGUJA FOSF.NEGRO P/FINO 6 X1"X200;79.35;3597.15
2323;TORNILLO PROLL FIX  3.5 X 35 X 200;11.21;2775.83
2324;TACO DE NYLON C/TOPE  N? 6X 100 -CAJA  PY;0;2606.61
2326;101-CERRADURA LIVIANA FRENTE ANGOSTO EN BOLSA - ZINCADA;25.00;10500.61
2328;200-CERRADURA DE SEGURIDAD - EN CAJA - ZINCADA;10.00;23557.81
2329;201-CERRADURA DE SEGURIDAD DOBLE PERNO - CAJA - NIQUELADA;0.00;34866.28
2330;205-CERRADURA DE SEGURIDAD DOBLE PERNO - EN CAJA - ZINCADA;27.00;23919.43
2332;204-CERRADURA DE SEGURIDAD DOBLE PERNO - EN CAJA - NIQUELADA;29.00;29190.82
2333;206-CERRADURA DE SEGURIDAD ANGOSTA - EN CAJA - NIQUELADA;10.00;25946.38
2334;207-CERRADURA DE SEGURIDAD LIVIANA FRENTE ANGOSTO - EN CAJA;29.00;21900.65
2335;208-CERRADURA DE SEGURIDAD LIVIANA FRENTE ANCHO - EN CAJA;6.00;21743.42
2336;210-CERROJO DE SEGURIDAD DOBLE PERNO - EN CAJA - NIQUELADO;4.00;22009.48
2338;212-CERROJO DE SEGURIDAD P/PUERTA CORREDIZA - EN CAJA - NIQ.;19.00;29932.43
2343;BULON CAB.HEX.GALV. 5/16 X 1;1.76;9996.98
2344;CABLE PARA CARGAR BATERIAS 400 AMP.;3.00;28232.27
2345;CAÐO CRISTAL   9 X12 X 50 MTS;565.95;1180.50
2346;CLIP 50 AMP. AISLADO PARA BATERIA;13.00;2109.52
2347;MANDRIL 10 MM C/ROSCA 3/8 X 24 H;1.00;10073.07
2349;PINZA PICO DE LORO CROMADA;6.00;10846.86
2350;PLOMADA ALBAÐIL TOTH 400 GRS.;20.00;10009.45
2351;REMACHE AR ALUMINIO     3.5 X   8  X 1000;6.52;28628.63
2352;SOPORTE ZAMAC FUNDIDO BRONCEADO - CERRADO - 1/2" X 35;0;1464.45
2353;TACO DE NYLON P/FIJACION  8 X 1000;0;18076.21
2354;TORNILLO AUTOPERF. 8 X 1" CAB. TANQUE PTA. MECHA;0;6024.56
2355;TORNILLO PTA AGUJA FOSF.NEGRO PASO GRUESO 6 X 3/4" X200;0;2640.85
2356;TORNILLO WAFER PUNTA AGUJA 8 X 1/2";36.47;4030.01
2357;TUERCA HEXAGONAL GALV. ALTA     3/8" X 150;2.52;7248.51
2360;PLOMADA TRAZADORA - EN BLISTER;2.00;3324.88
2361;ANTEOJO "SPY"  ANATOMICO ANTIRRAYAS - GRIS;87.00;2927.74
2362;ANTEOJOS "SPY" ANATOMICO ANTIRRAYAS - TRANSPARENTE;70.00;3807.41
2363;BISAGRA T/MUNICION S/AGUJERO- 75 X 44 X 2.85;134.00;1765.50
2364;CAJA P/HERRAMIENTAS PLASTICA BOCKPLAST 12.5" - 310X180X111;0.00;6804.26
2365;CALIBRE DE ACERO 150 MM CAJA PLASTICO;1.00;25015.93
2366;CINTA PARA EMBALAR TRANSPARENTE DOBLE A 48MMX40MTS.;18.00;2470.56
2367;DISCO CORTE RECTO OX ALUM 115MM X 1,2MM "SIN PAR";270.00;593.30
2368;DISCO CORTE RECTO OX ALUM 115MM X 1,6MM "SIN PAR";0;593.30
2369;ESQUINERO ANGULO REF. CROMADO   25 MM;1.67;1317.76
2370;ESQUINERO ANGULO REF. CROMADO   38 MM;8.00;2105.48
2371;TENAZA ARMADOR 10" MEDIO CORTE;34.00;13845.59
2372;TIRAFONDO H. GALV.   1/4   X   2 1/2";1.16;13066.90
2373;TIRAFONDO H. GALV.   1/4   X   2";5.62;10376.72
2374;TIRAFONDO H. GALV.   1/4   X   3";3.59;16664.87
2375;TIRAFONDO H. GALV.   5/16 X   4";2.13;28137.17
2520;CANILLA PICO MANGA 3/4 BRONCE;0;24741.56
2521;LLAVE PASO 1/2" H.H BRONCE;4.00;13163.71
2522;LLAVE PASO 3/4" H.H BRONCE;1.00;17102.46
2526;REJA VENTILACION 15 X15 ESMALTADA ECONOMICA;148.00;1179.37
2528;REJA DE HIERRO C/MARCO 15 X 15;0;4405.80
2529;REJA DE HIERRO C/MARCO 20 X 20;0.00;13802.41
2535;REJA P/PISO 10X10 (MARCO Y CENTRO ACERO INOX.);0;2661.54
2536;TAPA P/PISO 10X10 (MARCO Y CENTRO ACERO INOX.);0;2661.54
2537;REJA P/PISO 12X12 (MARCO Y CENTRO ACERO INOX.);8.00;3102.84
2538;TAPA P/PISO 12X12 (MARCO Y CENTRO ACERO INOX.);23.00;3102.84
2539;REJA P/PISO 15X15 (MARCO Y CENTRO ACERO INOX.);8.00;3475.19
2540;TAPA P/PISO 15X15 (MARCO Y CENTRO ACERO INOX.);10.00;3475.19
2541;REJA P/PISO 20X20 (MARCO Y CENTRO ACERO INOX.);9.00;3916.47
2542;TAPA P/PISO 20X20 (MARCO Y CENTRO ACERO INOX.);6.00;3916.47
2564;CUPLA REDUCCION DE 25 MM X 20 MM FF;93.00;414.15
2565;CUPLA REDUCCION DE 32 MM X 25 MM FF;111.00;619.29
2569;BUJE REDUCCION DE 25 MM X 20 MM FF;0;358.25
2570;BUJE REDUCCION DE 32 MM X 20 MM FF;0;529.84
2571;BUJE REDUCCION DE 32 MM X 25 MM FF;46.00;495.44
2615;LLAVE DE PASO DE 25 MM ESFERICA C/ CAMP.;0;12361.02
2622;CUPLA REDUCCION DE 32 MM X 20 MM FF;38.00;619.29
2632;BOQUILLA 20MM P/TERMOFUSORA (ESPESOR 6MM);0;2765.15
2633;BOQUILLA 25MM P/TERMOFUSORA (ESPESOR 6MM);0;3133.98
2634;BOQUILLA 32MM P/TERMOFUSORA (ESPESOR 6MM);0;3687.03
2644;CODO P.V.C.  C/BASE  100 A 90º (BLANCO);6.00;3477.33
2645;CODO PVC C/BASE  110  A 90º M-H LINEA 3.2 (BLCO);11.00;5968.57
2695;PORTA REJILLA P.V.C. 10 X 10 (BLANCO);0;859.01
2696;PORTA REJILLA P.V.C. 15 X 15 (BLANCO);12.00;1991.31
2699;CAÑO CAMARA 110;5.00;10700.61
2700;CAÑO CAMARA 100;8.00;8240.22
2701;CODO P.V.C. C/ACOMETIDA 110 A 90º;3.00;5554.43
2702;CODO C/ ACOMETIDA DE 100 M-H;5.00;5479.08
2730;CODO A 87º30 MH 160MM CLOACAL;0.00;5215.93
2736;BOCA ACCESO 110 HOR. 3 ENTRADAS A 63MM CLOACAL;0;5669.35
2780;BOCA ACCESO 5 ENTR. 110X50(4)X63(1) LOZA CLOACAL;0.00;922.44
2790;BOCA ACCESO COCINA 63X50 CLOACAL;0;6027.05
2815;MECHA ESSAMET WIDIA CORTA    6.00 MM;26.00;2413.72
2819;ESQUINERO ANGULO REF. CROMADO   64 MM;27.47;4495.89
2820;PINZA PORTA ELECTRODOS 500 AMP. REF.;9.00;6384.47
2821;PINZA PARA MASA 300 AMP;5.00;5412.85
2822;CEPILLO ALAMBRE  6 X 19 SIN MANGO;4.00;4902.11
2823;MONOCOMANDO P/ COCINA ( CARTUCHO DE 40 );1.00;50665.37
2827;LLUVIA ABS CROMO GDE ANTISARRO LUJO C/BRAZO;0;5087.69
2828;DUCHA CUADRADA 4"(10X10)ACERO INOX. C/ANTISARRO;3.60;4171.60
2829;BOYA TERGOPOL CHATA 2 ROSCAS;14.00;2057.97
2833;FLOTANTE PLASTICO 1/2" P/TANQUE COMPLETO C/BOYA;2.00;6563.15
2834;FLOTANTE PLASTICO 3/4" P/TANQUE COMPLETO C/BOYA;3.00;7448.34
2836;CANILLA ESFERICA P.V.C 1/2" "SWING";58.00;1354.50
2838;CANILLA 1AGUA MESADA PVC CROMO(VOL.REDON CIE.CER.);0;18584.51
2839;GRIFO PVC MESADA PICO CURVO MÓVIL BCO GINYPLAST;8.00;8200.00
2840;GRIFO PVC PARED PICO CURVO MÓVIL BCO GINYPLAST;0;5851.86
2849;GRAMPA LAVATORIO LARGA ZINCADA;251.00;1206.61
2851;PICO MOVIL ALTO P/MESADA METAL.C/CORTACH.TIPO "J";20.00;6535.98
2852;MEZCLADORA PVC MESADA PICO CURVO MÓVIL GINYPLAST;4.00;10370.83
2853;MEZCLADORA PARED PVC PICO CURVO MÓVIL BCO GINYP;4.00;10589.23
2854;BOYA IDEAL P/DEPOSITO UNIVERSAL;0;3635.20
2855;BOTON LATERAL P/MOCHILA TIPO CAPEA CROMO;3.00;3291.16
2856;BOTON SUPERIOR CROMO  P/MOCHILA TIPO CAPEA;0;3291.16
2857;FLAPPER RIGIDO CAPEA - DEALER (PATAS MACHOS);0;1695.72
2858;FLAPPER RIGIDO CAPEA- DEALER (PATAS HEMBRAS);13.00;1695.72
2868;CINTA PERFORADA GALVANIZADA X 10 MTS (MALVAR);0.50;11477.27
2870;DUCHADOR CROMADO C/MANGU.ACERO FLEX.(ANTICAL.);4.00;9441.00
2871;DUCHA EMBUTIR C/TRANSF. "VIVA CROMO" VOL.PLAST.;0;93419.25
2872;BIDET PIAZZA "DOMANI" C/TRANSFERENCIA VOL. PLAST.;0;64238.32
2873;MEZCLAD.LAVAT. PVC PICO CISNE VOLANTE CRISTAL;0;11183.22
2881;ESTAÑO EN BLISTER 40% (BLISTER X 10 UNIDADES);5.31;10643.96
2884;ADHESIVO DE CONTACTO "FANACOLA"- 100 GRS.;3.00;4049.74
2885;ADHESIVO DE CONTACTO "FANACOLA"- 200 GRS.;14.00;5992.51
2886;ADHESIVO DE CONTACTO "FANACOLA"- 400 GRS.;8.00;10343.24
2887;MANGUERA DE GOMA P/GAS X 25 MTS;0;21208.28
2946;MECHA ESSAMET WIDIA CORTA  10.00 MM;21.00;4686.15
2948;H. ELECTRICA CEPILLO ELECTRICO 900W;1.00;171602.26
2949;H. ELECTRICA LIJADORA ROTO ORBITAL 300W;2.00;104640.25
2950;TALADRO ATORNILLADOR 12VOLT;0.00;116618.61
2951;H. ELECTRICA TALADRO PERCUTOR 710W 13MM;5.00;77894.52
2952;H. ELÉCTRICA - ROTOMARTILLO SDSPLUS 1500W 7.5J;2.00;211519.66
2953;ULTIMATE SIERRA CALADORA 20VOLT;1.00;188282.90
2955;H. ELECTRICA ENGRAPADORA CLAVADORA;0.00;71604.66
2956;H. ELECTRICA MINITORNO 130W 10000/35000RPM;2.00;71256.94
2957;H. ELECTRICA PULIDORA 180MM 0-3000 RPM;1.00;214685.50
2958;H. ELECTRICA PISTOLA DE CALOR 2000W C/MALET;0;67967.80
2959;NEUMATICA LIJADORA ROTO ORBITAL 152 MM;1.00;105156.99
2960;ULTIMATE SOPLADOR ASPIRADOR 20VOLT;1.00;92416.19
2961;ULTIMATE ROTOMARTILLO 20VOLT;0.00;328927.20
2962;ULTIMATE TALADRO 20VOLT;1.00;176243.54
2963;ULTIMATE TALADRO C/PERCUTOR 20VOLT;2.00;184484.44
2964;H. ELECTRICA AMOLADORA ANGULAR 2350W 180MM;4.00;174314.65
2965;H. ELECTRICA TALADRO PERCUTOR 500W 13MM;13.00;67229.70
2966;H. ELECTRICA TALADRO PERCUTOR  950W 13MM;1.00;110326.16
2967;H. ELECTRICA ASPIRADORA IND. 1300W 20LTS.;1.00;213737.93
2968;H. ELECTRICA SIERRA CALADORA 400W;3.00;65042.48
2969;H. ELECTRICA SIERRA CALADORA 710W;0.00;98000.41
2970;H. ELECTRICA AMOLADORA ANGULAR 850W 115MM;42.00;67413.53
2971;H. ELECTRICA PISTOLA DE CALOR 2000W;4.00;57615.59
2972;ULTIMATE AMOLADORA ANGULAR 115MM 20VOLT;0.00;270408.47
2973;LLAVE COMBINADA 3/4" CRV;2.00;12946.02
2974;LLAVE COMBINADA CON CRIQUE 10 MM;5.00;11953.36
2975;LLAVE COMBINADA CON CRIQUE 13 MM;0.00;14786.59
2976;DESTORNILLADOR PLANO 5 X 100;6.00;3722.50
2977;ESPATULA ACERO INOXIDABLE 152 M C/PH2;0;14910.67
2978;LIMA PLENA PLANA PARALELA BASTARDA   8";0;13353.30
2979;SET DE RIEGO DE 1/2" + PISTOLA 7 FUNCIONES;0;14882.87
2980;DESTORNILLADOR PHILLIPS PH 1 X 100;31.00;3681.14
2981;DESTORNILLADOR PLANO 3 X 75;6.00;3412.29
2982;DESTORNILLADOR PHILLIPS PH 0 X 75;0;3474.33
2983;H. ELÉCTRICA - ROTOMARTILLO SDSPLUS 1000W 4J;0;126764.56
2984;DISCO ABRASIVO DE CORTE PLANO 115 X 1.6;361.00;891.42
2985;ESPATULA ACERO INOXIDABLE 20 MM M.G.;25.00;4473.16
2986;ESPATULA ACERO INOXIDABLE 200 MM M.G.;0.00;17040.77
2987;ESPATULA ACERO INOXIDABLE 30 MM M.G.;21.00;4686.23
2988;ESPATULA ACERO INOXIDABLE 40 MM M.G.;8.00;5376.94
2989;ESPATULA ACERO INOXIDABLE 60 MM M.G.;0;5997.36
2990;ESPATULA ACERO INOXIDABLE 70 MM M.G.;0;6204.16
2991;ESPATULA ACERO INOXIDABLE 90 MM M.G.;0.00;7031.39
2992;DISCO DIAMANTADO CONTINUO 115 MM;202.00;3363.16
2993;DISCO DIAMANTADO MULTITURBO 115 MM;0;4692.28
2994;DISCO DIAMANTADO MULTITURBO 180 MM;0;8869.58
2995;DISCO DIAMANTADO SEGMENTADO 115 MM;58.00;4462.59
2996;DISCO DIAMANTADO SEGMENTADO 180 MM;131.00;8869.58
2997;DISCO DIAMANTADO TURBO 115 MM;16.00;4076.55
2998;DISCO DIAMANTADO TURBO 180 MM;2.00;11086.98
2999;PISTOLA DE PINTAR POR GRAVEDAD HVLP STD;0.00;47204.81
3000;PISTOLA DE PINTAR POR GRAVEDAD MICRO HVLP;1.00;59006.01
3001;PISTOLA DE PINTAR POR GRAVEDAD HVLP PROF.;2.00;69121.50
3002;PISTOLA DE PINTAR POR GRAVEDAD HVLP CON REGULADO;0.00;100711.06
3003;PISTOLA DE PINTAR POR GRAVEDAD HVLP P. LATEX;1.00;117848.35
3004;PISTOLA DE PINTAR POR SUCCION STD;0;56076.00
3005;LLAVE COMBINADA 1/4 " CRV;9.00;4942.65
3006;LLAVE COMBINADA 5/16" CRV;6.00;4942.65
3007;LLAVE COMBINADA 3/8" CRV;12.00;5521.71
3008;LLAVE COMBINADA 7/16" CRV;15.00;6142.12
3009;LLAVE COMBINADA 1/2" CRV;10.00;6990.02
3010;LLAVE COMBINADA 9/16";2.00;8024.05
3011;LLAVE COMBINADA 5/8" CRV;8.00;9637.13
3012;LLAVE COMBINADA 11/16" CRV;7.00;10464.36
3013;LLAVE COMBINADA 13/16" CRV;4.00;17475.06
3014;LLAVE COMBINADA 7/8" CRV;6.00;18054.12
3015;LLAVE COMBINADA 15/16" CRV;3.00;21364.38
3016;LLAVE COMBINADA 1" CRV;3.00;23138.77
3017;JUEGO DE 6 DEST.  3 PL Y 3 PH;0;25809.32
3018;DESTORNILLADOR PHILLIPS PH 1 X 150;36.00;4012.03
3019;DESTORNILLADOR PHILLIPS CORTO PH 1 X 38;38.00;4136.11
3020;DESTORNILLADOR PHILLIPS PH 1 X 300;3.00;5956.00
3021;DESTORNILLADOR PHILLIPS PH 2 X 100;0;4467.00
3022;DESTORNILLADOR PHILLIPS PH 2 X 150;8.00;4839.25
3023;DESTORNILLADOR PHILLIPS CORTO PH 2 X 38;3.00;3805.22
3024;DESTORNILLADOR PHILLIPS PH 2 X 300;0;6803.90
3025;DESTORNILLADOR PHILLIPS PH 3 X 150;10.00;8747.87
3026;DESTORNILLADOR PLANO 5 X 150;2.00;4012.03
3027;DESTORNILLADOR PLANO 6 X 100;0;4467.00
3028;DESTORNILLADOR PLANO 6 X 150;2.00;4839.25
3029;DESTORNILLADOR PLANO CORTO 6 X 38;7.00;3805.22
3030;ESPATULA PLATO P/MASILLA/ENDUIDO13X13;0.00;40613.83
3032;SIERRA COPA SOPORTE 7/16;0;14633.80
3033;SIERRA COPA SOPORTE 3/8;5.00;7412.77
3034;BROCA SDS PLUS 6 X 150 X 210 MM.;8.00;3642.42
3036;BROCA SDS PLUS 16 X 100 X 160 MM.;6.00;5943.02
3037;BROCA SDS PLUS 16 X 150 X 210 MM.;3.00;7476.68
