Codigo;Detalle;Stock;Precio
5031;TACO DE NYLON P/FIJACION 12 X 250;0.53;21230.55
5032;ANTEOJO EXPLORER TI CLARO-ANTIRRAYA ANTIEMPAÐANTE-STEELPRO;0.00;14676.22
5043;ANTENA AIRE "30 CANALES" TV;0.00;13000.00
5047;CURVA PVC MH BCO 45º ø 160, "INYECTADA";16.00;13440.33
5055;CAJA OCTOGONAL GRANDE D/CHAPA;27.00;1197.31
5056;BISAGRA FICHA REVERSIBLE 2 X 5 X 1.5 MM - ZINCADO ORO;0;1186.98
5057;KIT DE PUNTAS ATORNILLADORAS 32 PIEZAS, REPARACION CEL.;1.18;37958.29
5058;JABALINA 0,75MTS X 3/8 C/TOMACABLE;0.00;1629.18
5059;PREENSAMBLADO P/ACOMETIDA 2 X 4MM X 200MTS;0.00;0.01
5060;PREENSAMBLADO P/ACOMETIDA 2 X 6MM X 100MTS.;0.00;0.01
5061;BISAGRA FICHA REVERSIBLE      80 X 20 MM  CAJA X 16;0;791.08
5065;PIPETA 1 1/4 MAT. AISLANTE;6.00;1077.46
5066;ESCALERA PINO 6 ESC.;0.00;64123.90
5067;TORNILLO PROLL FIX     4 X 50 X 200;6.77;4716.35
5068;REMACHE AR ALUMINIO     3.5 X 16  X 1000;1.31;36449.87
5069;FLORON 12 CM;94.00;209.44
5070;LIMA PLENA TRIANGULAR BASTARDA   4";0.00;8570.70
5071;LIMA DIAMOND SLIM TAPER  6";0;2649.04
5073;DR BIO ADITIVO BIOLOGICO CONCENTRADO X 80 GRS;0;2288.00
5074;ARANDELA PLANA DE HIERRO ZINCADO 1/2";1.99;6787.31
5092;CEPILLO ALAMBRE  3 X 19 CON MANGO;0;34599.17
5093;TORNILLO PTA AGUJA FOSF.NEGRO PASO GRUESO 6 X 2 1/2" X200;0;6770.66
5094;TORNILLO PTA AGUJA FOSF.NEGRO PASO GRUESO 6 X 5/8" X200;0;2450.33
5095;BASTIDOR SPOT TAAD MOD.;416.00;1149.60
5096;CANDADO 606 A COMBINACION NUMERICA;21.00;25257.07
5097;COMBINACION MODULO TAAD;35.00;1440.49
5098;TAPON CIEGO SPOT TAAD MOD.;397.00;127.99
5099;INTERRUPTOR UNIPOLAR SPOT TAAD MOD.;333.00;990.19
5100;PITON ANCLAJE CERRADO   N?   6;8.85;18789.67
5102;MANGUERA REF. ø 1/2 X 15 MT "EKO";4.68;11765.54
5103;PINZA METZ UNIVERSAL  6" AISL. REF.CROMADA;0.00;15836.94
5104;BASTIDOR PARA RIEL DIN 1 MODULO  0302303;6.01;715.50
5105;ABRAZADERA ART.  3 CARBIZ - 14 A 36 MM;11.00;1543.87
5106;BROCA SDS PLUS 10 X 50 X 110 MM.;6.00;2875.59
5107;TORNIQUETE N¬7-PINTADO;6.00;4514.62
5109;LLAVE 2 TOMACORRIENTE EXT CIOCCA;0;1922.96
5114;CADENA N?35 PULIDA;10.91;9856.84
5115;BUSCAPOLO SICA DIGITAL - 378215;20.00;9063.52
5116;SIKA 3 ACELERANTE TRADIC. × 6 KG "SIKA" *4*;5.00;24899.72
5117;SIKA 3 ACELERANTE TRADIC. × 2 KG "SIKA" *8*;5.00;9764.45
5119;RESORTE Nº2104 EMBRAGUE UNIVERSAL CHICO;7.00;6225.36
5120;RESORTE Nº2103 EMBRAGUE UNIVERSAL MEDIANO;10.00;8593.47
5121;CRTA TUBO 1/8" 7/8" (3-22MM);0.00;1637.98
5125;PUERTAS ALUMINIO (CIEGA-1/4-1/2-ENTERO VIDRIO);0;242055.00
5126;FLEXIBLE ACERO APROB. GAS ø 1/2 × 20/42;4.00;17057.32
5127;FLEXIBLE ACERO APROB. GAS ø 1/2 × 40/80;0;23247.43
5129;514-CONECTOR ANGULO ACERO 2MM 117X30X30;0.00;1540.74
5130;CONECTOR 20MM SICA;137.00;198.97
5131;TERMOMAGNETICA 2 X 32A. SICA;6.00;10516.82
5132;TERMOMAGNETICA 2 X 25A. SICA;17.00;10516.82
5133;CADENA N?40 PULIDA;0;9468.99
5134;CADENA N?45 PULIDA;0;9225.42
5135;TOBERAS EZ 2;21.00;53.48
5136;BULON CAB.HEX.GALV. 5/16 X 2 1/2;0;22820.30
5137;PORTALAMPARA CERAMICA CON CASQUILLO GOLIAT 5/8;0;3178.86
5138;CANILLA LAVATORIO PICO CURVO CRUZ FIJA;2.00;24435.79
5140;CALIBRE MULTIMETRO DIGITAL;1.11;35014.56
5141;SONDA JGO. X 20 PCS               LARGO 4" 0.002 A 0.04 SAE;0.00;9605.86
5142;BULON CAB.HEX.GALV. 5/16 X 2;0.68;18336.72
5143;CAJA DERIVACION 15X15X10PVC;0;1543.91
5144;ZAPATILLA INDELPLAS CON TECLA X 1,50MTS.;0;11021.35
5145;CURVA DE 160 A 45º;0;7572.21
5146;TAPA CIEGA CUARDRADA 10X10;28.00;182.68
5148;FICHA MACHO VELADOR BLANCA TAAD;0;1267.12
5150;MANGUERA TRENZADA REF. ø 1/2 X 50 MT "KLOSS";1.11;75051.57
5151;MANGUERA CRISTAL ø 1/2 X 25 MT "EKO";5.54;24355.79
5155;TAPA CIEGA OCTOGONAL CHICA PVC;220.00;139.63
5158;LIMA PLENA TRIANGULAR ENTREFINA 10";0;19895.59
5159;ZAPATILLA INDELPLAS C/CABLE S/TECLA X 3MTS.;0;6597.41
5160;CAÑO RIGIDO 20 (CURVABLE EN FRIO);0.00;714.43
5165;TANZA P/BORDEADORA 2,5MM X 100MT;0;19040.00
5168;A. VIAJE PIEDRA 1-5;0.00;127650.00
5169;A. VIAJE RECHAZO;0.00;126500.00
5171;ALICATE CORTA PERNOS 30", "9970119";21.00;75591.81
5173;CURVA DE 160 A 90º;0.00;17599.71
5174;BUJE PP ø 1 1/2 X 1/2 *20*;19.00;1079.90
5175;PUERTA PLACA 70D MARCO DE MADERA;20.00;44544.50
5176;PUERTA PLACA 70I MARCO DE MADERA;12.00;44544.50
5177;PUERTA PLACA 80D MARCO DE MADERA;20.00;44544.50
5178;PUERTA PLACA 80I MARCO DE MADERA;19.00;44544.50
5179;HERRADURA COMUN RIGADA DE TRABAJO Nº24-1;21.00;16366.58
5180;TORNILLO PROLL FIX     4 X 30 X 200;0;3109.36
5181;ESPUMA POLIETIL.BAJO PILETA 2MM X 20MTS "AISLAMAX";47.80;21631.27
5184;CAÑO RIGIDO 25MM SICA;29.00;4223.74
5185;CURVA 25MM SICA;0;608.54
5186;TOMA DOBLE CAPSULADO BLANCO TAAD;7.00;5568.82
5187;ALICATE CORTE OBLICUO AISL.REF. 6" CROM METZ;0;16592.32
5188;VENTANA ALGARROBO P/VIDRIO 1,2X1;2.00;108000.00
5189;CANILLA ESFERICA 3/4" METAL C/PALANCA;0;7688.41
5190;BUJE PP ø 1 1/2 X 3/4 *20*;20.00;1000.60
5191;2112-9 LLAVES HEXAGONAL "CELESTAL"MILIMETRICA CON ANILLO;0;1931.37
5192;MEMBRANA ASFALTICA ECO. 10CM X 1 MTS;707.87;1492.24
5193;MEMBRANA ASFALTICA ECO. 15CM X 1 MTS;500.29;2238.36
5194;MEMBRANA ASFALTICA ECO. 20CM X 1 MTS;0;2984.48
5195;MEMBRANA ASFALTICA ECO. 25CM X 1 MTS;159.74;3730.60
5196;MEMBRANA ASFALTICA ECO. 30CM X 1 MTS;0;4476.72
5197;LLAVE RHEIN COMBINADA  23 MM;0.00;18848.04
5198;REGADOR 5 VARIABLES - A/RAPIDO "EL ABUELO" 13108;17.00;8542.68
5199;UNION CON CAñITO PLASTICO 1/2" - TOMA PARA CANILLA;16.00;2235.91
5202;CLORO GRANULADO X KG.;0.00;3692.40
5203;PASTILLA CLORO 3A X 200 GR.;0;2250.00
5204;SULFATO DE ALUM X KG (RINDE 5LTR) ASIENTA B.;0.00;810.00
5205;SULFATO DE COBRE X KG (RINDE 5LTR) CLARIFICANTE;0.00;3600.00
5206;PARCHE DE PILETA;9.00;2000.05
5207;POSTE 2,4M;0;17696.25
5208;POSTE 3M;5.00;20418.75
5209;LLAVE 1 INTERRUPTOR Y 2 TOMA EXT CIOCCA;0;2775.80
5210;CINTA DESTAPA CAÑERIA ø 9 MM X 5 MT;13.00;7923.44
5211;CINTA DESTAPA CAÑERIA ø 9 MM X 10 MT;12.00;10526.25
5212;TELA MOSQUITERA PLASTICA GRIS 1.20 X 50 MT "KLOSS";2.29;90768.08
5214;DEPOSITO PVC MOCH. CODO 11 LT "MONKOTO" *6*;17.00;43594.25
5216;RAFIA CUBRECERCO VERDE 1.50 X 50 MT "KLOSS";0;122800.38
5217;LLAVE TORX JGO X  9 PZS EN "L"-CON AGUJERO CENTRAL (TAMPER);0;9335.68
5218;LIJA MULTIUSO AA GRUESA (50/60) X 50 UNID.;0.00;586.88
5224;REFLECTOR LED 10W CANDELA;0;3500.00
5225;REFLECTOR LED 150W CANDELA;0.00;25482.99
5226;REFLECTOR LED 20W CANDELA;0;5210.64
5227;REFLECTOR LED 30W CANDELA;0.00;7000.20
5228;REFLECTOR LED 50W CANDELA;0.00;11357.37
5230;TRAJE PARA LA LLUVIA;0;5880.00
5234;TELA MOSQUITERA GALVANIZADA 1,2 X 30 MT "KLOSS";0.89;160237.13
5235;SOLDADOR DE ESTAÑO 40W TIPO LAPIZ "KUSHIRO" REFOR;2.00;13088.97
5236;SOLDADOR DE ESTAÑO 60W TIPO LAPIZ "KUSHIRO" REFOR;3.00;13608.57
5237;TUERCA HEXAGONAL GALV. ALTA   3/16" X 500;0;12476.00
5238;MEDIA SOMBRA NEGRA 80% 4 X 50 MT "REFORZADA";11.93;240725.35
5239;MEDIA SOMBRA NEGRA 4 X 50 MT "STANDARD";0.86;172084.79
5240;BULON CAB.HEX.GALV. 7/16 X 1;0;25861.38
5242;LLUVIA CROMO ABS GDE CHATA ANTISARRO C/BRAZO;0.00;5068.95
5243;AEROSOL BARNIZ TRANSPAR. X 240 CM3;3.00;4656.54
5245;RAJA CEDRILLO 0,40 X 1 MT;2.00;26000.00
5246;VENTANA CEDRILLO P/VIDRIO 1X1 MT;0.00;58500.00
5247;MONOCOMANDO PARA LAVATORIO PICO CORTO;0;57000.50
5249;TUERCA HEXAGONAL ZINCADA UNC   3/16";20.32;3173.25
5250;PUNTA PH2 X 50 MM DOBLE - BLISTER X 10 UNIDADES;19.30;8673.60
5252;ESPUMA POLIETILENO BAJO PILETA 5MM X 20MTS AZUL /A;25.10;38695.80
5253;MAKITA CINCEL SDS PLUS - PUNTA X 160 MM - D08034;20.00;3685.50
5255;CAJA TERMICA PVC EMB. C/PTA. BLANCA 36M GENROD;0;81588.01
5256;CABLE 1 X 2,5MM X 100MTS. LEDUCOM IRAM;0;96060.44
5257;CABLE 1 X 1,5MM X 100MTS. LEDUCOM IRAN;13.08;64380.05
5259;GRAMPA OMEGA 7/8";0;194.32
5261;TOMACORRIENTE 20AMP. SERENA MOD.;0;1416.24
5263;PULVERIZADOR MANUAL 2 LT - "BERTA";2.00;14024.09
5265;INTERRUPTOR SICA MOD.;105.00;1121.68
5268;ESPATULA ACERO INOXIDABLE 80 MM M.G.;0;6824.58
5269;DISCO DIAMANTADO SEGMENTADO 230 MM;4.00;15515.59
5270;DISCO DIAMANTADO MULTITURBO 230 MM;2.00;15078.60
5271;HACHA 600 GRS CABO FIBRA 36 CM;3.00;31951.44
5272;MARTILLO ENCOFRADOR 450 GRS CABO FIBRA;2.00;19450.05
5273;SIERRA COPA BI-METAL 20 MM;0.21;6667.41
5274;SIERRA COPA BI-METAL 22 MM;1.21;7081.02
5276;TORNILLO PROLL FIX     5 X 50 X 200;0;7997.94
5277;CAÑO CORTINA 1/2 HIERRO ZINC AMARILLO X 1 MT;134.50;2376.00
5278;EL PULPITO X 50GR;9.00;5413.30
5281;VENTANA ALGARROBO P/VIDRIO 1,5X1,5;0.00;175500.00
5282;MECHA ESSAMET WIDIA LARGA    6 X 400 MM;0;8912.80
5283;WD-40   155G.;6.00;7898.78
5284;INTERRUPTOR Y TOMA CAPSULADO BLANCO TAAD;3.00;4891.63
5285;TRAPE27 CINCA CHAPA;0.00;12305.00
5287;CH CINCA T101 C-27 X 0.50 MT;0.00;6420.00
5289;CH CINCA T101 C-27 X 1.00 MT;0.00;12840.00
5290;CH CINCA T101 C-27 X 1.50 MT;0.00;19260.00
5291;CH CINCA T101 C-27 X 10.00 MT;0.00;128400.00
5292;CH CINCA T101 C-27 X 10.50 MT;0.00;134820.00
5293;CH CINCA T101 C-27 X 11.00 MT;0.00;141240.00
5294;CH CINCA T101 C-27 X 12.00 MT;0.00;154080.00
5295;CH CINCA T101 C-27 X 13.00 MT;0;166920.00
5296;CH CINCA T101 C-27 X 2.00 MT;0.00;25680.00
5297;CH CINCA T101 C-27 X 2.50 MT;0.00;32100.00
5298;CH CINCA T101 C-27 X 3.00 MT;0.00;38520.00
5299;CH CINCA T101 C-27 X 3.50 MT;0.00;44940.00
5300;CH CINCA T101 C-27 X 4.00 MT;0.00;51360.00
5301;CH CINCA T101 C-27 X 4.50 MT;0.00;57780.00
5302;CH CINCA T101 C-27 X 5.00 MT;0;64200.00
5303;CH CINCA T101 C-27 X 5.50 MT;0.00;70620.00
5304;CH CINCA T101 C-27 X 6.00 MT;0.00;77040.00
5305;CH CINCA T101 C-27 X 6.50 MT;0.00;83460.00
5306;CH CINCA T101 C-27 X 7.00 MT;0.00;89880.00
5307;CH CINCA T101 C-27 X 7.50 MT;0.00;96300.00
5308;CH CINCA T101 C-27 X 8.00 MT;9.00;102720.00
5309;CH CINCA T101 C-27 X 8.50 MT;0.00;109140.00
5310;CH CINCA T101 C-27 X 9.00 MT;0.00;115560.00
5311;CH CINCA T101 C-27 X 9.50 MT;0.00;121980.00
5312;POXITAS X 12U;10.42;9076.99
5313;547-REGATON RECTANGULAR INTERIOR 20 X 30 X 50;0;132.53
5315;RECEPTACULO BALCON M ø 63 "AWADUCT" *4*;21.00;8065.01
5328;GLACIAR CAÑUELAS 1º 32X47;0.00;3087.18
5331;MALAGA GRIS CÑ 1º 32X47;0.00;2874.11
5340;PISO CADIZ GRIS AL 1º 36X36 (2,68MT);0.00;9046.82
5342;PISO CALERA BEIGE ALL-AL 1º 36X36 (2,68MT);0.00;8600.85
5346;PISO GEMA AZABACHE ALL-AL 1º 36X36 (2,68MT);69.68;8600.85
5350;PISO MAPUCHE MAPU AL-ALL 1º 36X36 (2,68MT);13.40;8600.85
5351;PISO MODENA ALL. 1º 36X36 (2,68MT);13.55;8600.85
5353;PISO NATIVA ALL 1° 36X36 (2,68MT);10.72;8600.85
5357;PISO SALARES RUTILO ALL-AL 1°36X36 (2,68MT);201.00;8600.85
5359;PILA ENERGIZER ECR2016 X 5 UNIDADES - ECR2016 BP5;20.20;8088.25
5371;PROYECTOR LED 10W ALIC;9.00;5424.54
5372;PROYECTOR LED 30W SICA;3.00;9363.21
5375;CORTAHIERRO HEXAGONAL 19 X 350 GHERARDI;1.00;15078.64
5377;TENAZA ARMADOR Nº 12 GHERARDI;0.00;28919.84
5378;TENAZA ARMADOR Nº  9 GHERARDI;4.00;26661.77
5379;TOMA 10AMP. CAPSULADO BLANCO TAAD;0;2847.24
5380;CEPILLO ACERO DESCARBONIZADOR  12 MM;0;2541.50
5381;CEPILLO ACERO CIRC. TRENZADO CON TUERCA 115 MM;0.00;18059.52
5382;FLOT. PARA TANQUE C/BOYA 1/2 Y 3/4;26.00;6232.57
5383;CURVA 22MM SICA;32.00;646.94
5384;FINO STUKO EXTERIOR X 25KG;2.00;10851.37
5385;FINO WEBER P/INT X 25KG;306.00;6700.12
5386;PEGAMENTO WEBER X 25KG;346.00;5500.00
5387;CAÑO PILAR 1 1/2 GALVANIZADO SUPER PESADO;1.00;84112.95
5388;BROCA SDS PLUS 22 X 150 X 210 MM.;1.00;13036.22
5389;CLAVO 12/38 CAJONERO ACINDAR;0;5564.63
5390;BOMBA GLADIATOR 1/2 HP;0;22113.00
5391;SERRUCHO COSTILLA 30 CM SANTA JUANA;2.00;25220.59
5393;ESQUINERO PLANO  40 MM X 24 UNIDADES;19.66;11340.00
5395;LISTON P/TUBO LED 1 X 9W ALIC;42.00;3120.68
5397;LIMA PLENA PLANA PARALELA ENTREFINA   6";1.00;12201.12
5398;TACOS ESPIRAL P/PLACA DE YESO - BOLSA X 250 - "PY";0.66;39330.80
5399;FASTIX EXTERIOR TRANSP 25GR;8.00;5054.00
5401;A. VIAJE MIXTO P.BOLA C. RIPIO/ARENA;0;166750.00
5402;LUZ DE EMERGENCIA 30 LED ZURICH;0;17005.50
5404;PRIMER UNIV. 1K LATA X 1 LT.;0;30170.69
5405;BISAGRA 5005 HIERRO  38 MM  1 1/2";11.63;4086.89
5406;RESORTE Nº 86 COMPRESION 2.5 X 37.3 X L40 X P17;18.00;2625.99
5407;BISAGRA PERNO ROSC. DORADA 7MM TIPO "OH";0;846.96
5408;TORNILLO TANQUE GALV. 3/16 X       2" X 100;5.70;8774.36
5409;BROCA SDS PLUS 16 X 400 X 450 MM.;0.21;13419.58
5410;CAJA 5X5 MIGÑON;42.00;506.15
5411;FICHA BAQUELITA HIERRO P/RESISTENCIA INDELPLAS;86.00;954.18
5412;DESTORNILLADOR PLANO 8 X 200;14.00;7589.76
5413;CANDADO 63;29.00;4500.00
5414;LLAVE 1 PULSADOR EXT CIOCCA;0;939.03
5415;LLAVE 1 INTERRUPTOR EXT CIOCCA;84.00;929.69
5417;HORMIGONERA 1 HP RUEDA MACIZA C/CABA. 130LTS;0.00;381992.63
5418;PILA EVEREADY BATERIA 9V X 1 UNIDAD 1222 BP 9V;5.00;5888.18
5419;SIKAFILL TECHOS FIBRADO × 20 KG "SIKA";2.00;202380.93
5420;TELA ROLLO 2,5" X 2.00 X 14.5;0.00;79866.00
5426;TORNILLO TANQUE GALV. 3/16 X       3" X 100;3.00;12370.16
5427;TUBO CLOACAL ø 50 X 4,00 MT "AWADUCT" (3);5.00;15047.56
5428;LATEX COLOR VIOLETA X 4 LTS.;3.00;23755.37
5429;LATEX COLOR VIOLETA X 10 LTS.;1.00;49918.75
5430;LATEX COLOR VIOLETA X 1 LT. PACK X 4.;5.00;6810.50
5432;PASTINA KLAUKOL  BRUMA X 1KG;0;2299.92
5433;PASTINA KLAUKOL BLENDA X 1KG;0;2299.92
5434;PASTINA KLAUKOL BOREAL X 1KG;3.00;2299.92
5435;PASTINA KLAUKOL CAOBA X 1KG;199.00;2299.92
5436;PASTINA KLAUKOL COBRE X 1KG;0;2299.92
5437;PASTINA KLAUKOL ESTAÑO X 1KG;0;2299.92
5438;PASTINA KLAUKOL HULLA X 1KG;102.00;2299.92
5439;PASTINA KLAUKOL MERCURIO X 1KG;6.00;2299.92
5440;PASTINA KLAUKOL OLIVINA X 1KG;59.00;2299.92
5441;PASTINA KLAUKOL OPALO X 1KG;2.00;2299.92
5442;PASTINA KLAUKOL SILEX X 1KG;16.00;2299.92
5443;PASTINA KLAUKOL TALCO-BCA X 1KG;126.00;2299.92
5444;PASTINA KLAUKOL TEJA-TERRACOTA X 1KG;2.00;2299.92
5446;PISTOLA APLICADORA DE SILICONA 9" "WORKPRO";16.00;12028.29
5447;TAPA CIEGA P.V.C. 10 X 10;0;911.72
5448;PINZA PARA MASA 500 AMP;6.00;8557.70
5449;FLEXIBLE MALLADO GAS ECO ø 1/2 X 40 *10*;16.00;4296.19
5450;FICHA HEMBRA 2 PERNOS;182.00;474.73
5451;MECHA ESCALONADA 4-32;0;9200.16
5452;ESTAÐO 50% X 1,5 MTS - DIAM. 1,2 MM - BLISTER X 10;0.00;37745.17
5453;ESTAÐO 40% X 1,5 MTS - DIAM. 1,2 MM - BLISTER X 10;0.00;36104.09
5454;LLAVE T DUWEL HEXAG.   6 MM LARGA;0;8689.79
5455;LLAVE T DUWEL HEXAG. 12 MM LARGA;0;8689.79
5456;LLAVE T DUWEL HEXAG. 13 MM LARGA;0.00;8689.79
5457;MANGUERA DESCARGA LAVARROPA X 180CM;12.00;2528.23
5458;TAPA CIEGA MIGÑON PVC;37.00;133.81
5459;TAPON CIEGO SICA MOD.;59.00;224.57
5460;TENSOR AMERICANO H.GALVANIZADO 40 M OJO-GANCHO;0;1378.28
5461;BISAGRA POMELA ZINCADO ORO - DERECHA/IZQUIERDA 140 X 70 MM;0;3395.61
5462;TOMACORRIENTE 20AMP. SPOT TAAD MODULO;46.00;2441.16
5468;PERNO FWA  8 X120 (CAJA X 50) FBA 8/120 FISCHER;20.36;58829.70
5469;TANZA P/BORDEADORA CUADRADA GRILLON 3,0MM NARANJA FLUO;0;33602.85
5471;CUCHARA DE ALBAÐIL 7";0.00;11090.09
5472;SOPORTE PARA LCD - MONITOR - PLASMA - 26" A 55" - "ONZA";0;18764.91
5473;TORNILLO PROLL FIX 4.5 X 70  X 200;0;11739.46
5474;PINZA PELACABLES AUTOM. 8", "9969803" *5*;2.00;30791.81
5475;PINZA SACABOCADOS 2.5 A 5 MM, "9970902" *10*;2.00;16492.93
5476;ARANDELA PVC PLANA P/SOPAPA ø 1 1/2 (20);38.00;502.16
5477;ARANDELA PVC PLANA P/SOPAPA ø 2" (20);38.00;585.76
5478;TEE BCE P/MANGUERA GAS (4);8.00;4712.36
5479;BOCA ACC. COC. PVC ø 63 X 50;17.00;7725.51
5480;ARANDELA PVC P/FLEX. METAL. ø 1/2 (100);93.00;125.60
5481;RULETA X 30MT;20.00;10350.00
5482;RUEDA GOMA BASE GIRATORIA  75 MM.;0;5254.72
5483;BOYA TERGOPOL FERRUM;0;2449.99
5484;VIGUETA PRETENSADA 5.80;0.00;30488.40
5485;LLAVE 1 INTERRUPTOR EXT MIG;10.00;1552.20
5486;CABEZAL P/DESMALEZADORA FLH 12 X 1.50 - "GRILLON";2.00;28151.32
5487;RC203 FILTRO PARA MASCARA - PINTURA Y VAMPORES ORGANICOS RC2;6.00;2416.31
5488;CORTA HIERRO 3/4 X 30 CM ACERO TEMPLADO;0;16229.88
5489;TUERCA HEXAGONAL GALV. ALTA     1/4" X 300;3.22;7648.74
5490;CAÑO CORRUGADO 1" NARANJA;0;9314.34
5491;BULON CAB.HEX.GALV. 5/16 X 1 1/4;0;13501.87
5492;VENTANA ALUMINIO 2X2 VIDRIO ENTERO;0;221160.00
5493;MAZA X 1,5KG;0;8250.00
5494;MAZA X 1KG;0;9295.00
5495;MAZA X 2KG;0;11250.00
5496;NIVEL ALUMINIO AMARILLO 12" 3 GOTAS;2.00;6783.99
5497;BULON CAB.HEX.GALV.   1/4 X 4;0.07;25957.71
5498;CINTA PASACABLES X 15 MTS. C/PUNTA DE BRONCE;0.00;6691.26
5500;LLAVES TIPO T 08 MM;0;10507.79
5501;LLAVES TIPO T 10 MM;4.00;10507.79
5502;LLAVES TIPO T 13 MM;2.00;10507.79
5503;LLAVES TIPO T 17 MM;2.00;10507.79
5504;LLAVES TIPO T 19 MM;2.00;10507.79
5505;DISCO DIAMANTADO CONTINUO 230 MM;4.00;14030.90
5506;DISCO ABRASIVO DE CORTE PLANO 115 X 1;1461.00;891.46
5507;JUEGO 14 LLAVES HEXAGONALES TIPO T;0.00;92777.89
5508;ESPATULA ACERO INOXIDABLE 300 MM M.G.;0.00;21300.96
5509;REPUESTOS DEPOSITO METALICO PS100;2.00;3497.17
5511;PULVERIZADOR NIWA MOCH. MANUAL 16L.;18.00;30693.47
5512;SOPORTE P/ESTANTE EN "L" 250 X 300 MM NEGRO;0;2062.79
5513;BROCA SDS PLUS 12 X 200 X 260 MM.;1.00;5367.81
5514;BROCA SDS PLUS 22 X 400 X 450 MM.;0.00;23005.02
5515;SERRUCHO COSTILLA "BIASSONI" - PREMIUN- 250 MM;0;23191.80
5516;RUEDA CARRETILLA NEUMATICA;0.00;58800.00
5517;ELECTRODO OK46.13C - 3,25MM;0;6680.39
5518;EXTRACTOR DE AIRE P/BAÑO 4" BCO *20*;3.00;29359.28
5520;BLOQUERA N°13;19.00;76050.00
5522;MACHO KOLN  M CONO 2  10 X 1.50;0;5034.03
5523;MACHO KOLN  M CONO 2  12 X 1.50;0;6324.84
5524;REMACHE AR ALUMINIO     3.5 X 12  X 1000;2.97;37088.64
5525;REMACHE AR ALUMINIO     3.5 X 14  X 1000;3.56;38896.13
5527;CORREA A33;8.00;8333.00
5528;CORREA A31;5.00;7995.00
5529;CORREA A32;4.00;7995.00
5530;PRECINTO INTERMEDIO 150 X 3,5 MM NEGRO;39.95;18.75
5531;PRECINTO INTERMEDIO 250 X 3,5 MM NEGRO;43.50;40.00
5532;PRECINTO INTERMEDIO 300 X 3,6 MM NEGRO;0;31.25
5533;PRECINTO LIVIANO 100 X 2,5 MM NEGRO;448.00;12.50
5534;PRECINTO STANDARD 225 X 4,7 MM NEGRO;0;31.25
5535;PRECINTO STANDARD 250 X 4,7 MM NEGRO;84.88;33.75
5536;PRECINTO STANDARD 300 X 4,7 MM NEGRO;0;52.50
5537;PRECINTO STANDARD 380 X 4,7 MM NEGRO;11.00;62.50
5538;CIPERMETRINA 25% MORTEX X 250 CC;0.00;9145.50
5539;GRAMPA PRENSA CABLE 6MM-1/4";0;326.03
5541;LLAVE 1 TOMACORRIENTE DE SUP. 20AMP. EXT MIG;28.00;3074.14
5542;POSTE PUNTAL;0;13612.50
5543;GANCHO 5/16 X 8 (8X200) - GALV COMPLETO;0;1501.00
5544;ESCUADRA CARPINTERO DE 20 CM SANTA JUANA;20.00;8859.75
5545;CONEXION P/TANQUEø 25;0;4821.64
5546;TANQUE TRICAPA × 350 LT "PRECONS-IMPACTO";0.00;126673.10
5547;TANQUE TRICAPA × 550 LT "PRECONS-IMPACTO";0.00;154466.63
5548;CAMPANA ESMALTADA BLANCA 60 CM "604 BCA";2.00;57559.75
5549;CAMPANA ESMALTADA BLANCA 70 CM "605 BCA";1.00;61013.71
5550;ESPUMA SELLADORA × 500 ML "WEBER" *12*;9.00;26333.05
5551;TORN. PVC ASIENTO "MONKOTO" (10);8.00;668.01
5552;TORN. PLAST. P/MOCH. 80 MM FERRUM/CAPEA (8);22.00;2292.85
5553;TORN. BCE P/MOCH. FERRUM/CAPEA FINO (4);6.00;2668.99
5554;CADENA PVC P/DEP. VARIOS "FERRUM VP141" (10);7.65;4201.78
5555;TEE EEE PE ø 1/2 X 3/4 (20);60.00;892.65
5556;CANILLA LAVAT. PVC BLANCA "GINYPLAST-10311";0;5633.44
5557;TUERCA HEXAGONAL GALV. ALTA   5/16" X 200;5.17;8142.69
5558;PITON ANCLAJE ESCUADRA N?   8;4.17;34875.92
5559;EMBUDO CHICO ( 8CM);3.00;1018.18
5560;EMBUDO GRANDE ( 16CM);2.00;2008.84
5561;EMBUDO DE 20CM;0.00;2531.69
5562;LATEX INT./EXT. X 10LTS. ACRIL11;2.00;5934.00
5563;LATEX INT./EXT. X 20LTS. ACRIL12;1.00;8073.00
5564;LATEX INT./EXT. X 4LTS. ACRIL10;4.00;2418.00
5565;REPUESTO BARRA PARA PISTOLA ENCOLAR 11 X 300;3.41;22325.81
5566;MODULO CIEGO CIOCCA;199.00;22.24
5567;MODULO PUNTO CIOCCA;153.00;135.71
5568;MODULO TOMA CIOCCA;158.66;149.28
5569;PUNTO Y TOMA CIOCCA;0;465.46
5571;BASTIDOR CIOCCA;200.00;158.24
5572;TOMA SIMPLE CIOCCA;0;351.99
5573;PUNTO SIMPLE CIOCCA;0;338.43
5574;PUNTO DOBLE CIOCCA;0;451.90
5575;TORNILLO AUTOPERFORANTE 14 X 1" PTA MECHA - X 100;0;10897.74
5576;PULVERIZADOR MANUAL 5 LT - "BERTA";7.00;44573.85
5578;TUBO PVC CELESTE REFORZADO ø 40 X 6 MT;21.00;19985.86
5579;MOCHILA PULVERIZADORA 20 LT "CROSSMASTER";0.00;91806.66
5584;TORNILLO PROLL FIX     5 X 40 X 200;0;7119.57
5585;GRAMPA PRENSA CABLE 8MM-5/16";0;491.74
